Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2020,MAY,STATE,48,7,TOTAL,536700000.00
2020,MAY,STATE,49,7,TOTAL,125000000.00
2020,MAY,STATE,51,7,TOTAL,61100000.00
2020,MAY,STATE,53,7,TOTAL,176500000.00
2020,MAY,STATE,55,7,TOTAL,194900000.00
2020,NOV,STATE,1,7,TOTAL,199200000.00
2020,NOV,STATE,5,7,TOTAL,334500000.00
2020,NOV,STATE,6,7,TOTAL,332500000.00
2020,NOV,STATE,8,7,TOTAL,135900000.00
2020,NOV,STATE,13,7,TOTAL,436600000.00
2020,NOV,STATE,17,7,TOTAL,172300000.00
2020,NOV,STATE,18,7,TOTAL,877200000.00
2020,NOV,STATE,19,7,TOTAL,1227900000.00
2020,NOV,STATE,21,7,TOTAL,133500000.00
2020,NOV,STATE,24,7,TOTAL,63700000.00
2020,NOV,STATE,26,7,TOTAL,366100000.00
2020,NOV,STATE,27,7,TOTAL,214000000.00
2020,NOV,STATE,28,7,TOTAL,111500000.00
2020,NOV,STATE,29,7,TOTAL,336200000.00
2020,NOV,STATE,31,7,TOTAL,199100000.00
2020,NOV,STATE,36,7,TOTAL,147700000.00
2020,NOV,STATE,37,7,TOTAL,345700000.00
2020,NOV,STATE,39,7,TOTAL,871200000.00
2020,NOV,STATE,40,7,TOTAL,48900000.00
2020,NOV,STATE,41,7,TOTAL,55000000.00
2020,NOV,STATE,,7,TOTAL,748400000.00
2020,NOV,STATE,42,7,TOTAL,689200000.00
2020,NOV,STATE,45,7,TOTAL,79900000.00
2020,NOV,STATE,46,7,TOTAL,66400000.00
2020,NOV,STATE,48,7,TOTAL,554900000.00
2020,NOV,STATE,49,7,TOTAL,128800000.00
2020,NOV,STATE,51,7,TOTAL,62900000.00
2020,NOV,STATE,53,7,TOTAL,163300000.00
2020,NOV,STATE,55,7,TOTAL,188600000.00
2020,OCT,STATE,1,7,TOTAL,206300000.00
2020,OCT,STATE,5,7,TOTAL,349400000.00
2020,OCT,STATE,6,7,TOTAL,332800000.00
2020,OCT,STATE,8,7,TOTAL,137500000.00
2020,OCT,STATE,13,7,TOTAL,448500000.00
2020,OCT,STATE,17,7,TOTAL,169300000.00
2020,OCT,STATE,18,7,TOTAL,890300000.00
2020,OCT,STATE,19,7,TOTAL,1257200000.00
2020,OCT,STATE,21,7,TOTAL,139200000.00
2020,OCT,STATE,24,7,TOTAL,65500000.00
2020,OCT,STATE,26,7,TOTAL,380200000.00
2020,OCT,STATE,27,7,TOTAL,223200000.00
2020,OCT,STATE,28,7,TOTAL,116100000.00
2020,OCT,STATE,29,7,TOTAL,342200000.00
2020,OCT,STATE,31,7,TOTAL,211300000.00
2020,OCT,STATE,36,7,TOTAL,151300000.00
2020,OCT,STATE,37,7,TOTAL,347700000.00
2020,OCT,STATE,39,7,TOTAL,869500000.00
2020,OCT,STATE,40,7,TOTAL,48700000.00
2020,OCT,STATE,41,7,TOTAL,56200000.00
2020,OCT,STATE,,7,TOTAL,763000000.00
2020,OCT,STATE,42,7,TOTAL,724600000.00
2020,OCT,STATE,45,7,TOTAL,79200000.00
2020,OCT,STATE,46,7,TOTAL,70600000.00
2020,OCT,STATE,48,7,TOTAL,555600000.00
2020,OCT,STATE,49,7,TOTAL,129400000.00
2020,OCT,STATE,51,7,TOTAL,61700000.00
2020,OCT,STATE,53,7,TOTAL,170000000.00
2020,OCT,STATE,55,7,TOTAL,190700000.00
2020,SEP,STATE,1,7,TOTAL,200400000.00
2020,SEP,STATE,5,7,TOTAL,333000000.00
2020,SEP,STATE,6,7,TOTAL,312100000.00
2020,SEP,STATE,8,7,TOTAL,129200000.00
2020,SEP,STATE,13,7,TOTAL,429500000.00
2020,SEP,STATE,17,7,TOTAL,159800000.00
2020,SEP,STATE,18,7,TOTAL,843800000.00
2020,SEP,STATE,19,7,TOTAL,1217400000.00
2020,SEP,STATE,21,7,TOTAL,132800000.00
2020,SEP,STATE,24,7,TOTAL,63700000.00
2020,SEP,STATE,26,7,TOTAL,357200000.00
2020,SEP,STATE,27,7,TOTAL,214000000.00
2020,SEP,STATE,28,7,TOTAL,111200000.00
2020,SEP,STATE,29,7,TOTAL,327600000.00
2020,SEP,STATE,31,7,TOTAL,212400000.00
2020,SEP,STATE,36,7,TOTAL,145800000.00
2020,SEP,STATE,37,7,TOTAL,331200000.00
2020,SEP,STATE,39,7,TOTAL,808900000.00
2020,SEP,STATE,40,7,TOTAL,47900000.00
2020,SEP,STATE,41,7,TOTAL,53600000.00
2020,SEP,STATE,,7,TOTAL,729700000.00
2020,SEP,STATE,42,7,TOTAL,711900000.00
2020,SEP,STATE,45,7,TOTAL,79200000.00
2020,SEP,STATE,46,7,TOTAL,69700000.00
2020,SEP,STATE,48,7,TOTAL,513600000.00
2020,SEP,STATE,49,7,TOTAL,119500000.00
2020,SEP,STATE,51,7,TOTAL,55300000.00
2020,SEP,STATE,53,7,TOTAL,169800000.00
2020,SEP,STATE,55,7,TOTAL,181600000.00
2019,APR,STATE,1,7,TOTAL,189400000.00
2019,APR,STATE,5,7,TOTAL,299100000.00
2019,APR,STATE,6,7,TOTAL,311200000.00
2019,APR,STATE,8,7,TOTAL,122800000.00
2019,APR,STATE,13,7,TOTAL,426800000.00
2019,APR,STATE,17,7,TOTAL,149500000.00
2019,APR,STATE,18,7,TOTAL,843900000.00
2019,APR,STATE,19,7,TOTAL,1403100000.00
2019,APR,STATE,21,7,TOTAL,121800000.00
2019,APR,STATE,24,7,TOTAL,63600000.00
2019,APR,STATE,26,7,TOTAL,384200000.00
2019,APR,STATE,27,7,TOTAL,274200000.00
2019,APR,STATE,28,7,TOTAL,116700000.00
2019,APR,STATE,29,7,TOTAL,306200000.00
2019,APR,STATE,31,7,TOTAL,207400000.00
2019,APR,STATE,36,7,TOTAL,133200000.00
2019,APR,STATE,37,7,TOTAL,307800000.00
2019,APR,STATE,39,7,TOTAL,921800000.00
2019,APR,STATE,40,7,TOTAL,58600000.00
2019,APR,STATE,41,7,TOTAL,58700000.00
2019,APR,STATE,,7,TOTAL,763000000.00
2019,APR,STATE,42,7,TOTAL,715700000.00
2019,APR,STATE,45,7,TOTAL,90700000.00
2019,APR,STATE,46,7,TOTAL,71700000.00
2019,APR,STATE,48,7,TOTAL,513100000.00
2019,APR,STATE,49,7,TOTAL,121900000.00
2019,APR,STATE,51,7,TOTAL,61500000.00
2019,APR,STATE,53,7,TOTAL,170000000.00
2019,APR,STATE,55,7,TOTAL,174900000.00
2019,AUG,STATE,1,7,TOTAL,193600000.00
2019,AUG,STATE,5,7,TOTAL,304700000.00
2019,AUG,STATE,6,7,TOTAL,319100000.00
2019,AUG,STATE,8,7,TOTAL,124700000.00
2019,AUG,STATE,13,7,TOTAL,421600000.00
2019,AUG,STATE,17,7,TOTAL,163100000.00
2019,AUG,STATE,18,7,TOTAL,820800000.00
2019,AUG,STATE,19,7,TOTAL,1435000000.00
2019,AUG,STATE,21,7,TOTAL,123500000.00
2019,AUG,STATE,24,7,TOTAL,64200000.00
2019,AUG,STATE,26,7,TOTAL,355100000.00
2019,AUG,STATE,27,7,TOTAL,277800000.00
2019,AUG,STATE,28,7,TOTAL,116800000.00
2019,AUG,STATE,29,7,TOTAL,309200000.00
2019,AUG,STATE,31,7,TOTAL,235200000.00
2019,AUG,STATE,36,7,TOTAL,139900000.00
2019,AUG,STATE,37,7,TOTAL,326300000.00
2019,AUG,STATE,39,7,TOTAL,889200000.00
2019,AUG,STATE,40,7,TOTAL,60300000.00
2019,AUG,STATE,41,7,TOTAL,55700000.00
2019,AUG,STATE,,7,TOTAL,768900000.00
2019,AUG,STATE,42,7,TOTAL,754100000.00
2019,AUG,STATE,45,7,TOTAL,86700000.00
2019,AUG,STATE,46,7,TOTAL,72700000.00
2019,AUG,STATE,48,7,TOTAL,510400000.00
2019,AUG,STATE,49,7,TOTAL,119400000.00
2019,AUG,STATE,51,7,TOTAL,65000000.00
2019,AUG,STATE,53,7,TOTAL,171800000.00
2019,AUG,STATE,55,7,TOTAL,186700000.00
2019,DEC,STATE,1,7,TOTAL,198800000.00
2019,DEC,STATE,5,7,TOTAL,313900000.00
2019,DEC,STATE,6,7,TOTAL,337000000.00
2019,DEC,STATE,8,7,TOTAL,138400000.00
2019,DEC,STATE,13,7,TOTAL,430900000.00
2019,DEC,STATE,17,7,TOTAL,140900000.00
2019,DEC,STATE,18,7,TOTAL,911200000.00
2019,DEC,STATE,19,7,TOTAL,1468700000.00
2019,DEC,STATE,21,7,TOTAL,129200000.00
2019,DEC,STATE,24,7,TOTAL,71400000.00
2019,DEC,STATE,26,7,TOTAL,375100000.00
2019,DEC,STATE,27,7,TOTAL,231900000.00
2019,DEC,STATE,28,7,TOTAL,121500000.00
2019,DEC,STATE,29,7,TOTAL,317500000.00
2019,DEC,STATE,31,7,TOTAL,233500000.00
2019,DEC,STATE,36,7,TOTAL,150200000.00
2019,DEC,STATE,37,7,TOTAL,350700000.00
2019,DEC,STATE,39,7,TOTAL,920700000.00
2019,DEC,STATE,40,7,TOTAL,58000000.00
2019,DEC,STATE,41,7,TOTAL,60100000.00
2019,DEC,STATE,,7,TOTAL,787800000.00
2019,DEC,STATE,42,7,TOTAL,787800000.00
2019,DEC,STATE,45,7,TOTAL,85700000.00
2019,DEC,STATE,46,7,TOTAL,73000000.00
2019,DEC,STATE,48,7,TOTAL,524800000.00
2019,DEC,STATE,49,7,TOTAL,125200000.00
2019,DEC,STATE,51,7,TOTAL,65500000.00
2019,DEC,STATE,53,7,TOTAL,177700000.00
2019,DEC,STATE,55,7,TOTAL,199800000.00
2019,FEB,STATE,1,7,TOTAL,173600000.00
2019,FEB,STATE,5,7,TOTAL,270100000.00
2019,FEB,STATE,6,7,TOTAL,303600000.00
2019,FEB,STATE,8,7,TOTAL,113400000.00
2019,FEB,STATE,13,7,TOTAL,386900000.00
2019,FEB,STATE,17,7,TOTAL,144000000.00
2019,FEB,STATE,18,7,TOTAL,797600000.00
2019,FEB,STATE,19,7,TOTAL,1306100000.00
2019,FEB,STATE,21,7,TOTAL,112900000.00
2019,FEB,STATE,24,7,TOTAL,63500000.00
2019,FEB,STATE,26,7,TOTAL,357300000.00
2019,FEB,STATE,27,7,TOTAL,248300000.00
2019,FEB,STATE,28,7,TOTAL,106700000.00
2019,FEB,STATE,29,7,TOTAL,288300000.00
2019,FEB,STATE,31,7,TOTAL,201200000.00
2019,FEB,STATE,36,7,TOTAL,131800000.00
2019,FEB,STATE,37,7,TOTAL,283900000.00
2019,FEB,STATE,39,7,TOTAL,826900000.00
2019,FEB,STATE,40,7,TOTAL,54100000.00
2019,FEB,STATE,41,7,TOTAL,55900000.00
2019,FEB,STATE,,7,TOTAL,703300000.00
2019,FEB,STATE,42,7,TOTAL,665700000.00
2019,FEB,STATE,45,7,TOTAL,90000000.00
2019,FEB,STATE,46,7,TOTAL,62100000.00
2019,FEB,STATE,48,7,TOTAL,458400000.00
2019,FEB,STATE,49,7,TOTAL,112800000.00
2019,FEB,STATE,51,7,TOTAL,52800000.00
2019,FEB,STATE,53,7,TOTAL,168200000.00
2019,FEB,STATE,55,7,TOTAL,154200000.00
2019,JAN,STATE,1,7,TOTAL,186800000.00
2019,JAN,STATE,5,7,TOTAL,298900000.00
2019,JAN,STATE,6,7,TOTAL,354300000.00
2019,JAN,STATE,8,7,TOTAL,123500000.00
2019,JAN,STATE,13,7,TOTAL,434300000.00
2019,JAN,STATE,17,7,TOTAL,164600000.00
2019,JAN,STATE,18,7,TOTAL,871700000.00
2019,JAN,STATE,19,7,TOTAL,1470000000.00
2019,JAN,STATE,21,7,TOTAL,125600000.00
2019,JAN,STATE,24,7,TOTAL,67600000.00
2019,JAN,STATE,26,7,TOTAL,402600000.00
2019,JAN,STATE,27,7,TOTAL,276600000.00
2019,JAN,STATE,28,7,TOTAL,117200000.00
2019,JAN,STATE,29,7,TOTAL,328600000.00
2019,JAN,STATE,31,7,TOTAL,222600000.00
2019,JAN,STATE,36,7,TOTAL,143300000.00
2019,JAN,STATE,37,7,TOTAL,304100000.00
2019,JAN,STATE,39,7,TOTAL,894100000.00
2019,JAN,STATE,40,7,TOTAL,60200000.00
2019,JAN,STATE,41,7,TOTAL,63200000.00
2019,JAN,STATE,,7,TOTAL,781800000.00
2019,JAN,STATE,42,7,TOTAL,758600000.00
2019,JAN,STATE,45,7,TOTAL,97600000.00
2019,JAN,STATE,46,7,TOTAL,64900000.00
2019,JAN,STATE,48,7,TOTAL,511100000.00
2019,JAN,STATE,49,7,TOTAL,125400000.00
2019,JAN,STATE,51,7,TOTAL,58100000.00
2019,JAN,STATE,53,7,TOTAL,179400000.00
2019,JAN,STATE,55,7,TOTAL,176700000.00
2019,JUL,STATE,1,7,TOTAL,197100000.00
2019,JUL,STATE,5,7,TOTAL,304400000.00
2019,JUL,STATE,6,7,TOTAL,316800000.00
2019,JUL,STATE,8,7,TOTAL,117800000.00
2019,JUL,STATE,13,7,TOTAL,418700000.00
2019,JUL,STATE,17,7,TOTAL,165900000.00
2019,JUL,STATE,18,7,TOTAL,811500000.00
2019,JUL,STATE,19,7,TOTAL,1422300000.00
2019,JUL,STATE,21,7,TOTAL,122500000.00
2019,JUL,STATE,24,7,TOTAL,67700000.00
2019,JUL,STATE,26,7,TOTAL,370100000.00
2019,JUL,STATE,27,7,TOTAL,279500000.00
2019,JUL,STATE,28,7,TOTAL,117200000.00
2019,JUL,STATE,29,7,TOTAL,301400000.00
2019,JUL,STATE,31,7,TOTAL,233200000.00
2019,JUL,STATE,36,7,TOTAL,143200000.00
2019,JUL,STATE,37,7,TOTAL,327400000.00
2019,JUL,STATE,39,7,TOTAL,880500000.00
2019,JUL,STATE,40,7,TOTAL,60200000.00
2019,JUL,STATE,41,7,TOTAL,55500000.00
2019,JUL,STATE,,7,TOTAL,759400000.00
2019,JUL,STATE,42,7,TOTAL,759900000.00
2019,JUL,STATE,45,7,TOTAL,85500000.00
2019,JUL,STATE,46,7,TOTAL,73700000.00
2019,JUL,STATE,48,7,TOTAL,506100000.00
2019,JUL,STATE,49,7,TOTAL,121500000.00
2019,JUL,STATE,51,7,TOTAL,65200000.00
2019,JUL,STATE,53,7,TOTAL,175600000.00
2019,JUL,STATE,55,7,TOTAL,188100000.00
2019,JUN,STATE,1,7,TOTAL,190500000.00
2019,JUN,STATE,5,7,TOTAL,292600000.00
2019,JUN,STATE,6,7,TOTAL,311400000.00
2019,JUN,STATE,8,7,TOTAL,117700000.00
2019,JUN,STATE,13,7,TOTAL,404600000.00
2019,JUN,STATE,17,7,TOTAL,161600000.00
2019,JUN,STATE,18,7,TOTAL,797500000.00
2019,JUN,STATE,19,7,TOTAL,1396200000.00
2019,JUN,STATE,21,7,TOTAL,119400000.00
2019,JUN,STATE,24,7,TOTAL,67300000.00
2019,JUN,STATE,26,7,TOTAL,376800000.00
2019,JUN,STATE,27,7,TOTAL,276000000.00
2019,JUN,STATE,28,7,TOTAL,116200000.00
2019,JUN,STATE,29,7,TOTAL,295200000.00
2019,JUN,STATE,31,7,TOTAL,222000000.00
2019,JUN,STATE,36,7,TOTAL,137200000.00
2019,JUN,STATE,37,7,TOTAL,317600000.00
2019,JUN,STATE,39,7,TOTAL,856000000.00
2019,JUN,STATE,40,7,TOTAL,58000000.00
2019,JUN,STATE,41,7,TOTAL,55200000.00
2019,JUN,STATE,,7,TOTAL,730400000.00
2019,JUN,STATE,42,7,TOTAL,741400000.00
2019,JUN,STATE,45,7,TOTAL,82400000.00
2019,JUN,STATE,46,7,TOTAL,72900000.00
2019,JUN,STATE,48,7,TOTAL,486000000.00
2019,JUN,STATE,49,7,TOTAL,118900000.00
2019,JUN,STATE,51,7,TOTAL,62400000.00
2019,JUN,STATE,53,7,TOTAL,171500000.00
2019,JUN,STATE,55,7,TOTAL,186600000.00
2019,MAR,STATE,1,7,TOTAL,194000000.00
2019,MAR,STATE,5,7,TOTAL,304000000.00
2019,MAR,STATE,6,7,TOTAL,327500000.00
2019,MAR,STATE,8,7,TOTAL,126100000.00
2019,MAR,STATE,13,7,TOTAL,438000000.00
2019,MAR,STATE,17,7,TOTAL,148100000.00
2019,MAR,STATE,18,7,TOTAL,885200000.00
2019,MAR,STATE,19,7,TOTAL,1429800000.00
2019,MAR,STATE,21,7,TOTAL,127600000.00
2019,MAR,STATE,24,7,TOTAL,68900000.00
2019,MAR,STATE,26,7,TOTAL,403600000.00
2019,MAR,STATE,27,7,TOTAL,280600000.00
2019,MAR,STATE,28,7,TOTAL,120600000.00
2019,MAR,STATE,29,7,TOTAL,312000000.00
2019,MAR,STATE,31,7,TOTAL,214600000.00
2019,MAR,STATE,36,7,TOTAL,144300000.00
2019,MAR,STATE,37,7,TOTAL,317900000.00
2019,MAR,STATE,39,7,TOTAL,951800000.00
2019,MAR,STATE,40,7,TOTAL,59900000.00
2019,MAR,STATE,41,7,TOTAL,60400000.00
2019,MAR,STATE,,7,TOTAL,792200000.00
2019,MAR,STATE,42,7,TOTAL,732800000.00
2019,MAR,STATE,45,7,TOTAL,99800000.00
2019,MAR,STATE,46,7,TOTAL,70900000.00
2019,MAR,STATE,48,7,TOTAL,526400000.00
2019,MAR,STATE,49,7,TOTAL,126400000.00
2019,MAR,STATE,51,7,TOTAL,61000000.00
2019,MAR,STATE,53,7,TOTAL,185000000.00
2019,MAR,STATE,55,7,TOTAL,169900000.00
2019,MARKETING YEAR,STATE,1,7,TOTAL,2275400000.00
2019,MARKETING YEAR,STATE,5,7,TOTAL,3573700000.00
2019,MARKETING YEAR,STATE,6,7,TOTAL,3899700000.00
2019,MARKETING YEAR,STATE,8,7,TOTAL,1494400000.00
2019,MARKETING YEAR,STATE,13,7,TOTAL,5046800000.00
2019,MARKETING YEAR,STATE,17,7,TOTAL,1911700000.00
2019,MARKETING YEAR,STATE,18,7,TOTAL,10048100000.00
2019,MARKETING YEAR,STATE,19,7,TOTAL,17083800000.00
2019,MARKETING YEAR,STATE,21,7,TOTAL,1477600000.00
2019,MARKETING YEAR,STATE,22,7,TOTAL,524800000.00
2019,MARKETING YEAR,STATE,24,7,TOTAL,792600000.00
2019,MARKETING YEAR,STATE,25,7,TOTAL,47300000.00
2019,MARKETING YEAR,STATE,26,7,TOTAL,4516600000.00
2019,MARKETING YEAR,STATE,27,7,TOTAL,3255700000.00
2019,MARKETING YEAR,STATE,28,7,TOTAL,1407800000.00
2019,MARKETING YEAR,STATE,29,7,TOTAL,3722300000.00
2019,MARKETING YEAR,STATE,30,7,TOTAL,330800000.00
2019,MARKETING YEAR,STATE,31,7,TOTAL,2660800000.00
2019,MARKETING YEAR,STATE,36,7,TOTAL,1674300000.00
2019,MARKETING YEAR,STATE,37,7,TOTAL,3791300000.00
2019,MARKETING YEAR,STATE,39,7,TOTAL,10705400000.00
2019,MARKETING YEAR,STATE,40,7,TOTAL,705500000.00
2019,MARKETING YEAR,STATE,41,7,TOTAL,703100000.00
2019,MARKETING YEAR,STATE,,7,TOTAL,7537900000.00
2019,MARKETING YEAR,STATE,42,7,TOTAL,8901100000.00
2019,MARKETING YEAR,STATE,45,7,TOTAL,1063500000.00
2019,MARKETING YEAR,STATE,46,7,TOTAL,854000000.00
2019,MARKETING YEAR,STATE,47,7,TOTAL,344600000.00
2019,MARKETING YEAR,STATE,48,7,TOTAL,6057900000.00
2019,MARKETING YEAR,STATE,49,7,TOTAL,1449700000.00
2019,MARKETING YEAR,STATE,50,7,TOTAL,58300000.00
2019,MARKETING YEAR,STATE,51,7,TOTAL,741200000.00
2019,MARKETING YEAR,STATE,53,7,TOTAL,2079100000.00
2019,MARKETING YEAR,STATE,54,7,TOTAL,306200000.00
2019,MARKETING YEAR,STATE,55,7,TOTAL,2163100000.00
2019,MAY,STATE,1,7,TOTAL,196100000.00
2019,MAY,STATE,5,7,TOTAL,307500000.00
2019,MAY,STATE,6,7,TOTAL,321000000.00
2019,MAY,STATE,8,7,TOTAL,127300000.00
2019,MAY,STATE,13,7,TOTAL,424400000.00
2019,MAY,STATE,17,7,TOTAL,165400000.00
2019,MAY,STATE,18,7,TOTAL,840000000.00
2019,MAY,STATE,19,7,TOTAL,1470700000.00
2019,MAY,STATE,21,7,TOTAL,123200000.00
2019,MAY,STATE,24,7,TOTAL,66100000.00
2019,MAY,STATE,26,7,TOTAL,392800000.00
2019,MAY,STATE,27,7,TOTAL,286400000.00
2019,MAY,STATE,28,7,TOTAL,120500000.00
2019,MAY,STATE,29,7,TOTAL,315500000.00
2019,MAY,STATE,31,7,TOTAL,223100000.00
2019,MAY,STATE,36,7,TOTAL,138600000.00
2019,MAY,STATE,37,7,TOTAL,323800000.00
2019,MAY,STATE,39,7,TOTAL,912300000.00
2019,MAY,STATE,40,7,TOTAL,60800000.00
2019,MAY,STATE,41,7,TOTAL,60000000.00
2019,MAY,STATE,,7,TOTAL,763800000.00
2019,MAY,STATE,42,7,TOTAL,755800000.00
2019,MAY,STATE,45,7,TOTAL,86500000.00
2019,MAY,STATE,46,7,TOTAL,75100000.00
2019,MAY,STATE,48,7,TOTAL,511300000.00
2019,MAY,STATE,49,7,TOTAL,123800000.00
2019,MAY,STATE,51,7,TOTAL,64800000.00
2019,MAY,STATE,53,7,TOTAL,174800000.00
2019,MAY,STATE,55,7,TOTAL,190700000.00
2019,NOV,STATE,1,7,TOTAL,187700000.00
2019,NOV,STATE,5,7,TOTAL,296600000.00
2019,NOV,STATE,6,7,TOTAL,323700000.00
2019,NOV,STATE,8,7,TOTAL,132900000.00
2019,NOV,STATE,13,7,TOTAL,420200000.00
2019,NOV,STATE,17,7,TOTAL,152900000.00
2019,NOV,STATE,18,7,TOTAL,859000000.00
2019,NOV,STATE,19,7,TOTAL,1420400000.00
2019,NOV,STATE,21,7,TOTAL,123900000.00
2019,NOV,STATE,24,7,TOTAL,66200000.00
2019,NOV,STATE,26,7,TOTAL,370100000.00
2019,NOV,STATE,27,7,TOTAL,237900000.00
2019,NOV,STATE,28,7,TOTAL,119300000.00
2019,NOV,STATE,29,7,TOTAL,308500000.00
2019,NOV,STATE,31,7,TOTAL,225400000.00
2019,NOV,STATE,36,7,TOTAL,144700000.00
2019,NOV,STATE,37,7,TOTAL,337700000.00
2019,NOV,STATE,39,7,TOTAL,919000000.00
2019,NOV,STATE,40,7,TOTAL,55600000.00
2019,NOV,STATE,41,7,TOTAL,57600000.00
2019,NOV,STATE,,7,TOTAL,769200000.00
2019,NOV,STATE,42,7,TOTAL,752600000.00
2019,NOV,STATE,45,7,TOTAL,81700000.00
2019,NOV,STATE,46,7,TOTAL,72800000.00
2019,NOV,STATE,48,7,TOTAL,496200000.00
2019,NOV,STATE,49,7,TOTAL,120100000.00
2019,NOV,STATE,51,7,TOTAL,63800000.00
2019,NOV,STATE,53,7,TOTAL,172300000.00
2019,NOV,STATE,55,7,TOTAL,192700000.00
2019,OCT,STATE,1,7,TOTAL,194200000.00
2019,OCT,STATE,5,7,TOTAL,298300000.00
2019,OCT,STATE,6,7,TOTAL,331200000.00
2019,OCT,STATE,8,7,TOTAL,133600000.00
2019,OCT,STATE,13,7,TOTAL,421300000.00
2019,OCT,STATE,17,7,TOTAL,171200000.00
2019,OCT,STATE,18,7,TOTAL,848300000.00
2019,OCT,STATE,19,7,TOTAL,1462600000.00
2019,OCT,STATE,21,7,TOTAL,127600000.00
2019,OCT,STATE,24,7,TOTAL,65100000.00
2019,OCT,STATE,26,7,TOTAL,363100000.00
2019,OCT,STATE,27,7,TOTAL,269400000.00
2019,OCT,STATE,28,7,TOTAL,121600000.00
2019,OCT,STATE,29,7,TOTAL,322800000.00
2019,OCT,STATE,31,7,TOTAL,232700000.00
2019,OCT,STATE,36,7,TOTAL,142500000.00
2019,OCT,STATE,37,7,TOTAL,338400000.00
2019,OCT,STATE,39,7,TOTAL,912700000.00
2019,OCT,STATE,40,7,TOTAL,59200000.00
2019,OCT,STATE,41,7,TOTAL,62300000.00
2019,OCT,STATE,,7,TOTAL,783100000.00
2019,OCT,STATE,42,7,TOTAL,760700000.00
2019,OCT,STATE,45,7,TOTAL,83400000.00
2019,OCT,STATE,46,7,TOTAL,77400000.00
2019,OCT,STATE,48,7,TOTAL,510000000.00
2019,OCT,STATE,49,7,TOTAL,121600000.00
2019,OCT,STATE,51,7,TOTAL,64100000.00
2019,OCT,STATE,53,7,TOTAL,172300000.00
2019,OCT,STATE,55,7,TOTAL,192100000.00
2019,SEP,STATE,1,7,TOTAL,186800000.00
2019,SEP,STATE,5,7,TOTAL,290100000.00
2019,SEP,STATE,6,7,TOTAL,314600000.00
2019,SEP,STATE,8,7,TOTAL,127500000.00
2019,SEP,STATE,13,7,TOTAL,405500000.00
2019,SEP,STATE,17,7,TOTAL,162900000.00
2019,SEP,STATE,18,7,TOTAL,808400000.00
2019,SEP,STATE,19,7,TOTAL,1404000000.00
2019,SEP,STATE,21,7,TOTAL,122300000.00
2019,SEP,STATE,24,7,TOTAL,63300000.00
2019,SEP,STATE,26,7,TOTAL,334400000.00
2019,SEP,STATE,27,7,TOTAL,267900000.00
2019,SEP,STATE,28,7,TOTAL,115600000.00
2019,SEP,STATE,29,7,TOTAL,306500000.00
2019,SEP,STATE,31,7,TOTAL,227800000.00
2019,SEP,STATE,36,7,TOTAL,132400000.00
2019,SEP,STATE,37,7,TOTAL,315100000.00
2019,SEP,STATE,39,7,TOTAL,855800000.00
2019,SEP,STATE,40,7,TOTAL,58500000.00
2019,SEP,STATE,41,7,TOTAL,57800000.00
2019,SEP,STATE,,7,TOTAL,746400000.00
2019,SEP,STATE,42,7,TOTAL,730900000.00
2019,SEP,STATE,45,7,TOTAL,82800000.00
2019,SEP,STATE,46,7,TOTAL,73600000.00
2019,SEP,STATE,48,7,TOTAL,498200000.00
2019,SEP,STATE,49,7,TOTAL,115700000.00
2019,SEP,STATE,51,7,TOTAL,61000000.00
2019,SEP,STATE,53,7,TOTAL,163600000.00
2019,SEP,STATE,55,7,TOTAL,177200000.00
2018,APR,STATE,1,7,TOTAL,176700000.00
2018,APR,STATE,5,7,TOTAL,290900000.00
2018,APR,STATE,6,7,TOTAL,352200000.00
2018,APR,STATE,8,7,TOTAL,121700000.00
2018,APR,STATE,12,7,TOTAL,164100000.00
2018,APR,STATE,13,7,TOTAL,391200000.00
2018,APR,STATE,17,7,TOTAL,144700000.00
2018,APR,STATE,18,7,TOTAL,785100000.00
2018,APR,STATE,19,7,TOTAL,1323400000.00
2018,APR,STATE,24,7,TOTAL,59000000.00
2018,APR,STATE,26,7,TOTAL,383200000.00
2018,APR,STATE,27,7,TOTAL,259000000.00
2018,APR,STATE,28,7,TOTAL,117900000.00
2018,APR,STATE,29,7,TOTAL,287500000.00
2018,APR,STATE,31,7,TOTAL,191600000.00
2018,APR,STATE,36,7,TOTAL,129500000.00
2018,APR,STATE,37,7,TOTAL,333100000.00
2018,APR,STATE,39,7,TOTAL,794600000.00
2018,APR,STATE,41,7,TOTAL,61900000.00
2018,APR,STATE,,7,TOTAL,751600000.00
2018,APR,STATE,42,7,TOTAL,705700000.00
2018,APR,STATE,45,7,TOTAL,89500000.00
2018,APR,STATE,46,7,TOTAL,65700000.00
2018,APR,STATE,48,7,TOTAL,501100000.00
2018,APR,STATE,49,7,TOTAL,116200000.00
2018,APR,STATE,51,7,TOTAL,58700000.00
2018,APR,STATE,53,7,TOTAL,164800000.00
2018,APR,STATE,55,7,TOTAL,172400000.00
2018,AUG,STATE,1,7,TOTAL,182900000.00
2018,AUG,STATE,5,7,TOTAL,305400000.00
2018,AUG,STATE,6,7,TOTAL,367200000.00
2018,AUG,STATE,8,7,TOTAL,125800000.00
2018,AUG,STATE,12,7,TOTAL,169700000.00
2018,AUG,STATE,13,7,TOTAL,404100000.00
2018,AUG,STATE,17,7,TOTAL,156800000.00
